Biostring	25.5477342605591	5082
CPP	49.0422458648682	5082
Biostring	0.961440324783325	3053
CPP	0.362400054931641	3053
Biostring	2.39903807640076	2129
CPP	0.203177213668823	2129
Biostring	2.39986205101013	7686
CPP	84.9415423870087	7686
Biostring	0.48567271232605	2021
CPP	0.230400800704956	2021
Biostring	0.413969993591309	1455
CPP	0.106923341751099	1455
Biostring	0.949530839920044	4153
CPP	0.543161869049072	4153
Biostring	0.770842313766479	4092
CPP	0.51191520690918	4092
Biostring	1.58878016471863	7223
CPP	1.54635310173035	7223
Biostring	1.03060364723206	5248
CPP	0.784883260726929	5248
Biostring	0.989348649978638	5030
CPP	0.740524768829346	5030
Biostring	0.700713872909546	3712
CPP	0.399328470230103	3712
Biostring	0.426061391830444	1425
CPP	0.0659084320068359	1425
Biostring	1.06196355819702	5416
CPP	0.835479021072388	5416
Biostring	1.571932554245	6907
CPP	1.3679678440094	6907
Biostring	105.434168338776	9817
CPP	35.7962942123413	9817
Biostring	5.20146155357361	8389
CPP	15.7226941585541	8389
Biostring	0.649245738983154	3384
CPP	0.946420431137085	3384
Biostring	0.465893507003784	2066
CPP	0.128753662109375	2066
Biostring	0.706363201141357	3731
CPP	0.402730941772461	3731
Biostring	0.381496429443359	656
CPP	0.0151112079620361	656
Biostring	2.92192101478577	9203
CPP	2.40088391304016	9203
Biostring	3.12810468673706	9711
CPP	2.63085961341858	9711
Biostring	1.07235240936279	5459
CPP	0.84337043762207	5459
Biostring	0.939252614974976	4886
CPP	0.68187952041626	4886
Biostring	0.779294013977051	4119
CPP	0.489590406417847	4119
Biostring	1.95705628395081	6774
CPP	1.36375784873962	6774
Biostring	1.52490186691284	6957
CPP	1.35868978500366	6957
Biostring	0.804765939712524	4248
CPP	0.519559144973755	4248
Biostring	2.31736516952515	9012
CPP	2.28164410591125	9012
Biostring	1.57720470428467	7142
CPP	1.43776226043701	7142
Biostring	0.397297382354736	986
CPP	0.0312511920928955	986
Biostring	0.449783086776733	1907
CPP	0.109881401062012	1907
Biostring	1.92121338844299	8069
CPP	1.8749532699585	8069
Biostring	0.887913227081299	4393
CPP	0.554522514343262	4393
Biostring	0.493964672088623	2252
CPP	0.150708436965942	2252
Biostring	2.62804698944092	8573
CPP	2.0829746723175	8573
Biostring	2.86243367195129	9157
CPP	2.36465454101562	9157
Biostring	2.58641386032104	8483
CPP	2.02024221420288	8483
Biostring	0.376665115356445	688
CPP	0.0162415504455566	688
Biostring	0.463817119598389	1963
CPP	0.115500211715698	1963
Biostring	0.590685606002808	3071
CPP	0.274537801742554	3071
Biostring	0.91661262512207	4753
CPP	0.645406246185303	4753
Biostring	1.16689729690552	5809
CPP	0.954270601272583	5809
Biostring	0.820991516113281	4322
CPP	0.541945934295654	4322
Biostring	1.3067045211792	6284
CPP	1.1217930316925	6284
Biostring	0.382755279541016	691
